accelX,accelY,accelZ,gyroX,gyroY,gyroZ,speed
0.5131962569691163,0.050114726711912694,9.295344135483356,-0.04139021145353909,0.011923342481559969,-0.029929418301098187,30.0
-0.039140054998950964,0.18870986090966427,10.267282492148466,-0.04858179663700366,0.01995579353891079,-0.05847305911778338,30.0
-0.1654704246700217,-0.24550407195766805,9.749213861443597,-0.005016600756803155,-0.0538084155424035,0.009009925712482741,30.0
0.022066381088476573,-0.21941093555526076,10.03773904107665,0.04363109478150792,0.010340091218370727,-0.02726756089462338,30.0
0.37494966521971196,-0.0396887875823371,9.568845850071552,0.022979385491501504,-0.0032047707289596518,0.009521838190809203,30.0
0.20602167758148668,3.868445070335249,9.672830817302392,-0.04281495421263144,-0.00978968994373833,2.5508544023816264,30.0
-0.017291054596877083,4.546178201342951,9.969397674779998,0.05831909580148767,-0.04832580295811724,2.198039766357204,30.0
-0.26022197492891935,4.6135410514148765,9.687795957113178,-0.013890431825560044,0.032201243160227634,2.585882489840105,30.0
-0.2538986204899435,4.47110486898589,9.871999609791102,-0.08120074588387495,-0.010812905031526479,2.51466909736932,30.0
-0.17752377722877688,4.686272913265588,9.905090878949316,-0.05114508938519629,0.037648210748234254,2.3989638238787516,30.0
-0.027352642389084265,4.012797604343946,9.962280427675289,-0.07623774408542501,-0.0725376367494444,2.4974287772557604,30.0
-0.3440785625873779,4.269853746266253,10.22941244432084,-0.03584744688506026,-0.05896468985612446,2.4696021962857913,30.0
-0.11917961582635386,4.349683844519799,9.779658849884425,0.006038167237398277,0.050316211590121,2.526233874977169,30.0
-0.12598708312219634,4.770535566520238,9.820867759822017,-0.03775110689775331,-0.01427875887712527,2.371255657139944,30.0
0.4242728983392173,4.451405769105516,9.533132145785094,0.021249813768866366,0.04708413447981968,2.4323102185648016,30.0
-0.05821789839437468,4.220870900824443,9.913367188004072,0.037893206810376445,0.14874183011882267,2.62436259251851,30.0
0.127880639508892,4.119253026195528,9.773293735970292,-0.07494312207953882,0.02583522676344891,2.3871586832019083,30.0
-0.03141970756180887,4.389129331034455,9.694578772512205,0.07611288552505974,-0.07731355811727626,2.804162572343404,30.0
-0.2631998823705147,4.653634192620354,9.521979003867486,0.02017568501358593,0.052819880516709106,2.8387200628960745,30.0
-0.1249674474515359,4.8652884126004485,9.576264168420447,0.08474825081813743,-0.06152577328886499,2.5244488188219143,30.0
-0.206977087695711,4.536779279326795,9.754549528397098,0.012391243620226247,-0.07708549898956046,2.5877202200848344,30.0
-0.13177179827402297,4.637839040657222,9.626929040103562,0.044846466090225356,0.029828110214283,2.436776380078526,30.0
0.10501386958256204,4.52869477944235,9.791217191032809,0.03395017029909063,-0.06457232047456811,2.429727133161855,30.0
-0.19223105226940262,3.847316250368198,9.847441344437232,0.00695983781553632,0.0719031493936289,2.7338658531464892,30.0
-0.20984309303630272,4.739724360291494,9.995156405527947,0.12890717785828476,-0.08669289602127875,2.5655091045724574,30.0
-0.27881546426925136,4.807189841130858,9.86457576716367,0.01714268516782281,-0.017781029427112734,2.8127916094684413,30.0
0.10820527989746083,-0.1981978382136219,9.893203713412431,0.030887438923073964,-0.019573111470133655,-0.05940170553864447,30.0
-0.030299524976800874,0.0650613837202346,9.85500061462134,-0.031404743416962026,-0.005588984777588575,0.005289777865739522,30.0
0.11230767658706693,0.048687980590256946,9.78957995508785,0.009283542969360417,-0.05941146715028485,0.047149406083938764,30.0
0.08813189346525468,0.009281817992924254,9.871448369915326,0.011672238943998475,-0.09652087490761013,0.05284477496722674,30.0
